GEDIV,GTMETSTA,GTCBSASZ,PESEX,PRTAGE,PEEDUCA,PUWK,PTS16E
3,1,4,1,79,39,2,6
3,1,4,2,73,42,2,6
3,1,5,2,53,44,1,7
3,2,0,2,70,44,2,312
3,2,0,1,71,44,2,48
3,2,0,2,70,41,2,32
3,1,5,1,85,39,3,1
3,1,4,1,80,39,3,2
3,2,0,2,42,44,1,2
3,1,4,2,31,44,1,4
3,1,4,1,33,40,1,200
3,1,4,2,80,44,3,5
3,1,4,2,72,42,2,7
9,1,2,2,61,44,2,500
9,1,2,2,62,43,3,150
9,1,2,1,65,44,1,200
9,2,0,1,56,40,1,12
9,1,0,1,69,43,2,5
9,1,0,2,64,40,2,100
9,1,0,1,18,37,1,120
2,1,5,1,49,41,1,40
2,1,5,2,47,41,1,8
2,1,7,2,56,44,1,24
2,1,7,1,47,43,1,3
2,1,7,2,51,42,1,3
1,1,5,1,52,41,1,12
5,1,2,2,78,42,2,30
5,1,4,1,66,40,3,200
5,1,4,1,70,44,3,12
5,1,4,1,76,46,3,12
5,1,5,2,43,39,1,70
5,1,5,1,56,41,1,60
5,1,4,1,62,45,1,5
5,1,4,1,66,44,2,500
5,1,4,2,65,43,1,150
5,1,4,1,40,43,1,48
5,1,4,1,73,43,3,250
5,1,3,2,85,40,3,3
5,1,5,1,42,43,1,48
4,2,0,1,60,39,3,104
4,1,2,2,80,43,2,33
4,1,2,1,78,44,1,36
4,1,2,2,71,40,1,80
4,1,2,2,42,44,1,120
4,1,2,1,44,44,1,150
6,1,5,1,32,40,2,8
6,2,0,1,77,39,3,500
6,1,3,2,56,46,2,72
6,1,4,1,46,44,1,300
6,1,4,2,34,40,2,14
6,1,3,1,31,43,1,8
7,1,5,2,53,39,1,3
7,1,5,2,66,43,2,25
7,1,7,2,44,43,1,20
7,1,7,1,25,43,1,8
7,1,5,2,68,43,2,20
7,1,5,1,68,41,1,10
7,1,7,1,29,44,1,12
7,2,0,1,73,42,2,200
7,2,0,2,70,39,2,100
7,1,7,2,43,44,2,30
7,1,7,2,75,40,2,2
7,1,7,2,33,46,1,10
7,1,7,2,44,46,1,500
7,1,7,2,53,38,1,12
7,1,7,2,37,43,1,7
7,1,7,1,44,43,2,104
7,1,7,1,37,44,1,12
7,1,7,2,40,43,1,20
7,1,7,2,75,43,2,80
7,1,7,2,75,43,2,20
7,1,7,2,66,40,2,300
7,1,7,1,67,42,2,90
7,2,0,2,66,43,1,20
7,1,5,2,80,46,3,20
7,1,5,1,80,43,3,20
8,1,4,1,64,39,1,30
8,1,5,1,71,43,2,500
8,1,5,2,65,44,2,100
8,1,4,1,28,40,1,80
8,1,2,1,80,44,2,300
1,2,0,1,66,44,2,4
1,2,0,2,67,44,1,24
1,2,0,2,69,46,2,25
1,2,0,1,68,46,2,150
1,1,2,2,80,39,2,4
1,2,0,1,66,40,2,30
1,2,0,1,63,40,1,468
1,2,0,2,59,39,1,468
1,2,0,2,53,43,1,12
1,2,0,1,60,39,1,5
5,1,2,2,68,41,2,50
5,2,0,2,40,40,1,2
5,2,0,1,80,44,2,100
5,2,0,2,80,43,2,60
5,2,0,1,75,44,2,10
5,2,0,2,74,44,2,2
5,1,5,2,53,41,1,4
5,1,5,2,76,42,2,4
5,1,5,1,76,40,2,48
5,1,3,2,33,40,1,12
9,1,3,1,26,43,1,48
9,2,0,2,69,43,3,480
9,1,6,2,31,45,1,300
9,1,6,1,66,44,1,500
9,1,6,1,68,39,3,12
9,1,6,1,39,43,1,10
9,1,6,2,40,44,1,50
9,2,0,1,53,39,1,8
9,1,6,2,30,42,2,40
9,1,6,2,41,43,2,5
5,1,3,1,37,42,1,200
5,1,3,2,22,43,1,12
5,1,3,1,25,39,1,12
3,2,0,1,75,39,3,12
3,1,5,2,56,40,1,48
3,2,0,1,39,43,1,50
3,2,0,1,34,41,1,75
3,1,5,2,85,44,3,15
3,2,0,2,74,43,2,10
3,2,0,1,66,39,2,50
8,2,0,2,43,42,1,1
8,2,0,2,25,40,1,10
8,2,0,1,68,46,3,100
8,2,0,2,67,43,3,12
6,1,5,1,32,39,1,200
6,1,5,2,28,43,1,100
6,1,3,2,64,40,2,5
8,1,4,1,55,40,2,2
7,1,0,1,32,43,1,8
7,2,0,2,49,41,1,6
7,1,4,1,74,40,2,52
5,1,7,2,26,43,1,4
5,1,7,1,63,43,1,4
5,1,7,2,57,45,1,6
5,1,7,1,54,44,1,500
5,1,7,2,45,39,1,20
5,1,7,1,63,46,2,30
5,1,7,2,50,40,1,5
9,1,4,1,70,39,3,24
8,1,2,1,78,46,2,72
8,1,2,1,23,44,1,40
8,1,2,1,42,44,1,24
8,1,4,1,45,43,1,160
8,2,0,2,43,38,1,104
3,1,5,2,79,44,2,96
3,1,3,1,75,40,3,240
3,1,3,2,73,39,3,60
4,1,5,2,72,40,3,10
7,1,3,2,85,40,1,2
7,1,5,2,68,44,3,24
7,1,2,1,39,46,1,20
7,1,2,2,38,44,2,40
7,2,0,2,38,44,2,6
7,1,5,2,66,39,2,24
1,1,6,2,46,39,2,60
6,1,5,2,61,41,2,10
6,1,0,1,68,39,2,12
6,1,4,1,70,43,3,24
6,1,4,2,37,40,1,5
8,2,0,2,69,41,2,4
8,2,0,2,56,43,2,30
8,2,0,1,31,40,1,50
4,2,0,2,50,43,1,10
4,1,4,2,71,43,3,50
4,1,4,1,73,43,3,50
4,1,4,1,42,43,1,4
1,1,3,2,49,40,1,5
1,1,3,1,85,39,2,40
8,1,4,1,76,43,2,12
8,2,0,2,36,40,2,20
8,2,0,1,85,39,2,30
8,2,0,2,80,39,2,24
4,1,2,2,74,43,2,50
4,1,2,1,75,41,2,6
5,1,3,2,65,39,2,96
4,1,2,2,23,43,1,5
1,2,0,1,49,44,1,60
1,1,2,1,74,41,2,12
1,2,0,2,55,43,1,40
1,2,0,2,23,43,1,40
9,1,6,2,23,43,1,256
8,2,0,1,45,43,2,2
9,1,0,1,75,43,2,5
9,1,0,2,59,43,1,100
9,1,0,2,44,44,1,120
9,1,0,1,61,45,1,16
9,1,0,1,31,43,1,6
9,1,0,2,31,43,1,15
9,2,0,2,79,40,3,4
9,2,0,1,49,46,1,40
9,2,0,2,39,44,1,100
9,2,0,2,29,43,2,48
9,2,0,1,30,44,2,500
9,2,0,2,85,39,3,50
9,2,0,1,47,40,1,50
9,2,0,2,46,42,1,50
9,1,0,2,43,44,1,25
9,2,0,2,73,46,3,200
9,2,0,1,80,44,2,60
9,2,0,1,52,43,1,150
8,1,6,2,49,45,1,100
8,1,6,1,32,39,1,4
8,1,6,2,33,39,1,4
8,1,6,2,63,43,1,150
8,1,6,1,40,40,1,20
8,1,6,2,40,44,1,100
8,1,6,2,48,43,1,50
8,1,6,2,40,44,1,4
8,1,6,1,38,43,1,8
8,1,6,2,24,44,2,12
8,1,6,1,40,43,1,10
8,1,6,2,39,39,1,2
8,1,6,2,29,44,1,288
8,1,6,2,79,40,3,200
8,1,6,2,53,40,1,20
8,1,6,1,57,40,2,15
8,1,6,2,38,41,1,20
8,1,6,2,64,39,3,60
8,1,6,2,61,41,1,500
8,1,4,1,76,40,3,100
8,1,4,1,65,46,1,120
8,1,4,2,76,43,3,20
8,1,4,1,77,43,3,75
8,1,2,1,22,40,2,10
8,1,2,1,32,40,1,20
7,2,0,2,21,39,1,40
7,1,0,2,70,46,2,20
7,1,0,2,43,43,1,25
7,1,0,1,18,39,1,100
7,2,0,1,49,41,1,10
7,2,0,1,34,39,1,100
7,2,0,2,33,43,1,100
7,2,0,1,65,39,2,15
7,1,3,2,26,44,1,5
7,1,3,1,67,40,3,2
7,1,3,2,56,39,1,4
9,1,6,2,61,40,2,100
9,1,6,1,61,46,1,200
9,1,6,2,68,43,3,120
9,1,6,1,35,44,1,2
9,1,6,1,49,44,1,80
9,1,6,1,51,44,1,24
9,1,6,1,27,43,1,5
9,1,6,1,29,43,1,36
9,1,6,2,33,44,1,8
9,1,6,1,85,42,2,12
9,1,6,2,80,39,3,30
9,1,6,2,57,43,1,40
9,1,2,2,74,43,1,30
9,1,2,1,68,43,1,6
9,1,2,1,68,43,1,104
9,1,2,1,21,40,1,55
9,1,2,2,48,44,1,20
9,1,6,2,41,43,1,2
9,1,6,2,63,44,1,260
9,1,6,1,74,39,3,262
9,1,6,1,80,45,3,100
9,1,5,2,85,40,3,365
9,1,5,1,41,39,1,50
9,1,4,1,52,39,1,24
9,1,4,2,74,40,3,100
9,1,4,2,71,32,3,60
9,1,4,1,67,40,2,12
9,1,4,2,51,41,1,8
9,2,0,1,77,43,3,50
9,1,2,1,55,40,1,48
9,1,2,2,60,43,2,48
9,1,2,2,65,34,2,20
9,1,2,2,31,32,2,40
9,1,2,1,63,32,2,40
9,1,2,1,36,40,1,20
9,2,0,1,43,43,1,400
9,1,7,1,41,43,1,8
9,1,7,2,27,44,1,35
9,1,7,1,50,40,1,8
9,1,7,1,27,40,2,12
9,1,7,2,79,45,3,10
9,1,7,2,50,43,1,8
9,1,7,2,53,39,1,2
9,1,7,2,60,43,1,20
9,1,7,2,62,43,3,30
9,1,7,1,37,39,1,12
9,1,7,2,30,43,2,5
9,1,7,2,78,40,3,2
9,1,7,1,78,40,3,2
9,1,7,2,79,39,3,25
9,1,7,2,60,43,1,72
9,1,7,2,25,43,2,30
9,1,7,2,24,39,2,40
9,1,7,1,52,40,1,16
9,1,7,2,37,39,2,104
9,1,7,2,66,43,2,5
9,1,7,2,31,44,1,14
9,1,7,1,39,43,1,36
9,1,7,2,59,43,2,5
9,1,7,1,58,38,1,30
9,1,7,2,59,43,1,40
9,2,0,1,67,43,3,50
9,2,0,2,69,42,3,15
9,1,7,1,45,39,2,52
9,1,7,1,47,43,1,10
9,1,7,2,44,44,1,20
9,1,7,2,65,43,2,2
9,1,7,1,26,40,1,50
9,1,7,1,29,44,1,10
9,1,7,1,48,39,1,4
9,1,5,2,37,39,2,12
9,1,6,2,80,40,3,500
9,1,6,2,50,43,2,75
9,1,6,1,69,43,3,150
9,1,6,2,40,40,1,10
9,1,6,1,22,39,1,50
9,1,5,1,55,43,1,5
9,1,5,1,71,43,1,250
9,1,5,2,61,41,1,500
9,1,5,1,63,40,1,24
9,1,5,1,73,45,3,120
9,1,5,2,85,40,3,12
9,1,6,1,52,44,1,10
9,1,6,1,55,42,1,135
9,1,6,2,57,43,1,500
9,1,6,1,73,40,3,42
9,1,6,2,32,40,1,120
9,1,6,2,39,43,1,50
9,1,6,1,53,39,1,6
9,1,6,2,30,40,1,12
9,1,6,2,73,43,2,1
9,1,6,2,25,43,1,12
9,1,6,2,48,39,2,2
9,1,6,2,47,43,2,96
9,1,6,1,57,40,1,30
9,1,6,1,54,44,1,120
9,1,6,1,57,43,1,4
9,1,3,2,23,40,2,200
9,1,5,1,34,46,1,2
9,1,5,2,34,44,2,2
9,1,5,2,54,43,1,52
9,1,5,1,20,40,2,52
9,1,5,1,51,44,1,12
9,1,5,2,44,43,1,6
9,1,5,1,49,43,1,30
9,1,5,1,53,43,1,100
9,1,5,1,56,43,1,20
9,1,5,1,44,43,1,10
9,1,5,2,39,43,1,60
9,1,5,1,56,43,1,6
9,1,5,2,20,43,1,10
9,1,3,1,48,43,1,5
9,1,3,1,35,43,1,5
9,1,3,1,18,40,1,3
9,2,0,1,44,39,2,10
9,1,3,1,80,43,2,250
9,1,3,2,79,43,2,250
9,1,3,1,75,43,3,500
9,1,3,2,65,40,2,500
9,1,4,1,57,40,1,20
9,1,4,2,67,42,1,30
9,1,4,2,67,40,3,40
9,1,4,1,69,39,2,120
9,1,4,2,56,43,1,208
8,1,6,2,35,43,1,2
8,1,6,2,38,43,1,100
8,1,6,1,48,44,1,2
8,1,6,1,33,41,1,20
8,1,6,1,39,44,2,5
8,1,6,2,34,44,1,1
8,1,6,2,25,43,2,20
8,1,6,1,44,44,1,16
8,1,4,1,66,44,1,8
8,1,4,2,37,43,1,25
8,1,4,2,40,43,1,5
8,1,4,2,37,44,2,20
8,2,0,2,61,39,1,150
8,2,0,2,43,40,1,15
8,1,6,2,47,44,1,8
8,1,3,2,24,44,1,15
8,1,3,1,29,42,1,260
8,1,3,2,27,40,1,260
9,2,0,2,67,44,1,320
9,2,0,1,80,44,3,60
9,2,0,2,79,43,3,24
9,2,0,2,43,44,1,10
9,1,4,2,77,46,3,6
9,1,4,1,73,40,2,80
9,1,4,2,41,40,2,96
9,1,4,1,18,39,1,288
9,1,4,1,40,43,2,120
9,1,4,2,39,44,1,40
9,1,4,2,56,43,1,500
9,1,4,1,57,42,1,500
9,1,4,2,65,46,3,10
9,1,4,2,48,42,1,3
9,1,4,1,77,41,3,1
9,1,4,2,80,43,3,20
9,1,4,1,80,43,3,10
9,1,4,2,55,42,1,80
9,1,4,2,74,44,3,8
9,1,4,2,61,43,3,4
8,1,4,1,45,44,1,2
8,1,4,2,46,44,1,5
8,1,4,2,24,40,1,60
8,1,4,1,36,41,1,16
8,1,4,1,76,43,3,60
8,1,2,1,61,43,1,150
8,1,2,2,59,43,2,400
8,1,2,2,60,42,2,1
8,1,2,2,60,43,2,500
8,1,4,1,40,44,1,100
8,1,4,2,39,43,1,6
8,1,4,1,30,39,1,120
8,2,0,2,39,43,1,500
8,1,2,1,85,43,3,3
8,1,2,2,41,43,1,80
8,1,2,1,41,43,1,20
8,2,0,2,39,43,2,10
8,2,0,1,74,46,3,65
8,2,0,2,80,44,3,100
8,2,0,1,71,46,3,48
8,2,0,1,63,39,1,25
8,2,0,2,65,39,1,100
8,2,0,1,80,43,1,200
8,2,0,2,80,40,1,50
8,2,0,2,51,40,1,60
8,1,0,2,85,39,3,5
8,1,0,2,77,40,3,500
8,1,4,2,40,42,1,2
8,1,4,1,39,40,1,2
8,2,0,2,44,43,1,30
3,2,0,2,76,43,3,15
3,2,0,1,67,39,1,3
3,1,2,2,38,44,1,5
3,1,6,1,39,43,1,100
3,1,6,2,37,46,1,50
3,2,0,2,69,44,2,500
3,1,7,1,51,43,1,24
3,1,7,2,66,38,2,180
3,1,7,2,34,44,1,104
3,1,7,1,41,44,1,52
3,1,7,1,60,44,1,6
3,1,7,2,38,39,1,104
3,1,7,2,53,46,1,12
3,1,7,1,18,39,2,40
3,1,7,2,52,43,1,12
3,1,7,1,38,39,1,30
3,1,7,1,29,43,1,30
3,1,7,1,45,45,1,10
3,1,7,2,44,44,2,30
3,1,7,1,57,43,1,20
3,1,7,2,60,43,1,12
3,1,7,1,19,40,1,40
3,1,7,1,71,41,1,4
3,1,7,1,77,39,3,8
3,1,7,2,76,40,3,8
3,1,7,2,77,40,3,48
3,1,7,2,60,46,1,40
3,1,7,1,65,46,1,10
3,1,7,2,57,39,1,14
3,1,7,1,18,37,2,5
3,1,7,2,46,40,1,2
3,1,7,1,18,37,2,25
3,1,7,2,58,43,2,25
3,1,7,1,53,44,1,25
3,1,7,2,74,42,3,40
3,1,7,2,57,39,1,150
3,1,2,2,38,44,1,100
3,1,2,1,38,46,1,200
3,1,2,1,63,43,3,60
3,1,2,2,66,43,3,500
3,1,2,2,39,40,2,50
3,1,2,1,37,40,1,2
3,1,2,2,50,43,1,12
3,1,6,1,46,39,1,30
3,1,6,2,29,40,1,5
3,1,6,2,65,44,2,100
3,1,3,2,75,44,3,3
3,1,6,1,25,43,1,2
3,1,3,1,80,34,3,10
3,1,3,1,58,43,3,50
3,1,3,2,63,41,3,150
3,1,0,2,51,42,1,50
3,1,7,2,66,42,2,215
3,1,7,2,55,43,1,12
3,1,7,2,55,44,1,20
3,1,3,2,66,43,1,40
3,1,3,2,53,43,1,4
3,1,2,1,80,46,1,100
3,1,2,2,78,43,1,60
3,1,2,2,85,39,3,8
3,1,5,2,63,40,1,6
3,2,0,2,48,40,1,4
3,2,0,1,52,40,1,4
3,2,0,1,38,43,1,30
3,2,0,2,33,43,2,20
3,1,7,2,85,39,3,45
3,1,7,1,35,43,1,15
3,1,0,2,66,43,3,20
3,1,5,2,31,40,2,2
3,1,5,1,39,44,1,4
3,1,2,2,68,44,3,50
3,1,7,1,78,45,1,200
3,1,7,1,36,44,1,8
3,2,0,1,72,36,1,288
3,1,3,1,59,43,1,72
3,1,3,2,59,43,2,152
3,2,0,1,80,44,1,6
3,1,2,2,65,44,3,120
3,1,2,1,66,44,3,5
3,1,2,2,68,44,3,10
3,1,3,1,65,43,1,45
4,2,0,2,22,42,1,8
4,1,2,2,51,44,2,7
4,1,2,1,46,43,1,3
4,2,0,1,39,41,1,100
4,2,0,2,75,42,3,8
4,2,0,1,63,39,1,10
4,2,0,2,61,39,1,10
4,2,0,1,37,40,1,2
4,2,0,2,33,42,1,5
4,2,0,2,55,43,1,60
4,2,0,2,74,40,3,200
4,1,2,1,30,43,1,100
4,1,2,2,41,44,1,7
4,1,2,1,44,46,1,12
4,1,3,1,50,40,1,40
4,1,3,1,27,43,1,400
4,1,3,2,31,43,1,500
4,1,4,2,55,44,1,20
4,1,4,2,70,39,3,10
4,1,4,2,39,42,1,30
4,1,4,2,28,43,1,100
4,1,4,1,28,44,1,20
4,1,4,2,80,40,3,500
4,1,4,1,80,43,1,110
4,1,4,2,57,40,1,72
4,1,4,2,27,41,1,10
4,1,4,1,53,44,1,12
4,1,4,2,65,43,1,30
4,2,0,2,75,39,2,24
4,1,0,2,29,43,1,260
4,2,0,2,80,43,3,170
4,1,0,2,39,44,1,4
4,1,0,2,35,41,1,10
4,2,0,2,79,40,3,5
4,1,4,2,67,39,1,25
4,1,4,1,65,43,1,500
4,1,4,1,61,41,1,25
4,1,5,1,71,46,3,48
4,1,5,1,33,40,2,20
4,1,0,2,77,44,1,4
4,1,0,2,37,43,1,200
4,1,0,1,40,39,1,200
4,1,0,1,70,46,1,100
4,1,0,2,69,43,1,200
4,2,0,1,69,43,3,50
4,1,4,1,65,40,3,20
4,1,4,2,64,43,3,15
4,1,4,1,24,40,2,20
4,1,4,1,31,44,1,5
4,1,4,2,31,44,1,30
4,1,4,1,60,43,1,50
4,1,4,1,69,43,3,160
4,1,4,2,54,42,1,84
4,1,4,1,56,42,1,100
4,1,2,2,59,40,1,80
4,1,2,1,57,40,1,80
3,2,0,1,67,40,1,10
3,1,4,2,35,43,1,40
3,1,4,1,36,41,1,20
3,1,0,2,59,39,1,24
3,2,0,1,63,39,3,30
3,2,0,2,74,39,3,8
3,2,0,1,77,39,3,8
3,1,2,1,37,42,1,4
3,1,4,1,38,44,1,12
3,1,4,2,34,43,1,20
3,1,4,2,26,43,1,200
3,1,6,1,57,46,1,36
3,1,6,2,35,40,1,6
3,1,6,2,76,39,1,36
3,1,0,2,62,42,1,30
3,1,0,1,62,44,1,3
3,1,6,1,56,44,1,4
3,1,6,2,53,43,1,4
3,1,6,2,50,44,1,20
3,1,6,2,18,38,2,40
3,1,6,2,47,43,2,500
3,1,6,2,39,39,1,12
3,1,6,1,41,43,1,50
3,1,6,1,66,40,1,100
3,1,4,2,69,39,3,312
3,1,3,2,59,46,1,30
3,1,6,1,54,43,1,40
4,1,6,2,18,38,2,30
4,1,6,1,58,44,1,20
4,1,6,2,23,43,1,20
4,2,0,2,73,41,3,4
4,1,6,2,50,44,1,100
4,1,6,2,41,39,2,6
4,1,6,2,32,44,1,20
4,1,6,1,34,44,1,20
4,1,6,2,64,40,1,7
4,1,6,1,77,43,3,48
4,1,6,2,63,40,1,5
4,1,6,2,26,43,2,240
4,1,6,2,75,41,1,144
4,1,6,1,77,36,3,120
4,1,6,2,85,43,3,100
4,1,6,2,49,42,1,200
4,1,6,1,37,43,1,6
4,2,0,2,65,41,3,12
4,1,0,1,33,40,1,6
4,1,0,2,36,42,1,12
4,1,6,1,39,40,1,6
4,1,6,2,48,43,1,40
4,1,6,1,50,42,1,30
4,1,3,2,60,41,1,500
4,1,3,2,85,41,3,8
4,1,3,1,85,42,3,24
4,1,5,2,35,46,1,15
4,1,5,1,77,44,3,50
4,1,5,2,72,42,3,50
4,1,6,2,56,41,1,120
4,1,6,1,69,41,3,120
4,1,6,1,38,43,1,3
4,1,6,1,73,39,3,36
4,1,6,2,70,39,3,36
4,2,0,2,33,39,1,2
4,2,0,2,76,39,3,12
4,1,5,1,49,43,1,25
4,2,0,1,61,39,1,36
4,1,6,1,77,36,3,1
4,1,6,2,49,43,1,350
4,1,6,2,22,40,2,250
4,1,6,1,77,44,1,60
4,1,6,2,72,39,2,75
4,1,6,2,66,43,1,300
4,1,6,2,77,44,1,24
4,1,6,1,73,44,3,500
4,1,6,2,74,44,3,200
4,1,6,2,72,40,1,144
4,2,0,2,72,43,3,120
4,2,0,1,69,40,2,424
4,2,0,2,69,43,2,92
4,2,0,2,58,38,1,16
4,2,0,1,65,38,3,40
8,2,0,2,67,39,1,12
8,2,0,1,70,39,3,20
8,1,0,2,60,41,1,500
8,2,0,2,85,43,3,80
8,2,0,1,20,40,1,10
8,2,0,2,40,42,1,12
8,2,0,1,22,41,1,6
8,2,0,1,60,41,1,80
8,1,0,2,44,44,1,8
8,1,0,2,51,43,1,20
4,2,0,2,80,40,2,30
4,2,0,1,80,40,2,15
4,2,0,1,36,39,1,40
4,2,0,2,33,39,1,60
4,2,0,2,79,41,3,60
4,2,0,1,80,41,1,20
4,1,4,2,45,43,1,30
4,1,4,2,41,43,2,312
4,1,4,1,45,40,1,50
4,1,4,2,48,46,1,26
4,1,4,2,45,44,1,78
4,1,4,2,36,44,1,30
4,1,4,1,73,43,3,40
4,1,4,1,68,44,1,150
4,1,4,2,65,43,1,150
4,1,4,2,39,43,1,10
4,1,4,2,63,40,1,4
4,1,4,1,27,42,1,240
4,1,4,1,39,43,1,50
8,2,0,1,68,39,3,156
8,2,0,2,68,43,2,104
8,1,5,2,71,39,3,60
8,1,5,2,44,43,2,150
8,1,5,1,30,46,1,12
8,1,5,1,55,40,2,25
8,1,5,2,31,44,1,400
8,1,5,2,37,43,1,20
8,1,5,1,75,44,1,500
8,1,5,2,74,40,2,500
8,1,5,2,75,40,1,175
8,1,5,1,45,44,1,24
8,1,5,2,77,39,3,36
8,1,5,2,40,43,1,36
8,1,5,1,73,43,3,12
8,1,5,1,69,42,3,12
8,1,5,2,28,40,1,8
8,1,0,2,34,44,1,100
8,1,4,1,28,44,1,5
8,1,4,1,22,39,2,4
8,1,4,2,47,39,1,24
8,1,4,1,71,44,3,6
8,1,4,2,73,43,3,112
8,1,4,2,66,39,1,48
8,1,4,1,67,40,3,48
8,1,4,2,80,43,3,10
8,1,4,1,78,44,1,200
8,1,4,2,76,43,3,150
8,1,4,2,77,43,3,70
8,1,4,1,45,39,2,1
8,2,0,2,67,44,3,30
8,2,0,2,56,44,2,150
8,2,0,1,60,44,1,200
8,2,0,2,60,40,1,500
8,2,0,2,73,44,3,24
8,2,0,1,72,40,3,24
8,2,0,1,43,40,1,480
8,2,0,2,37,42,1,3
8,2,0,2,51,39,1,10
8,2,0,1,42,40,1,350
8,2,0,1,55,40,1,4
8,2,0,1,30,43,1,50
8,1,4,2,65,44,3,96
8,1,4,1,67,42,3,96
8,1,4,2,45,44,1,24
8,1,4,2,63,44,3,12
8,1,2,1,67,40,1,10
4,2,0,1,29,43,1,15
4,1,0,2,68,46,1,75
4,1,0,1,33,43,1,120
4,1,0,2,47,46,1,10
4,1,2,1,80,42,3,12
4,1,2,2,39,43,1,4
4,1,2,1,29,42,1,1
4,1,2,2,28,43,1,15
4,1,2,1,28,43,1,3
4,1,2,1,37,44,1,156
4,1,2,1,44,43,1,1
4,1,2,2,45,43,1,1
4,1,2,1,35,40,1,52
4,1,0,1,76,43,1,4
4,1,0,2,41,41,1,60
4,2,0,1,85,43,3,10
4,2,0,1,57,43,1,50
4,2,0,1,63,43,1,10
4,2,0,2,79,41,3,10
4,2,0,1,80,40,3,26
4,2,0,2,80,39,3,24
4,1,0,2,50,40,2,6
4,1,0,2,67,40,3,8
4,2,0,2,72,40,1,3
4,2,0,2,69,40,3,48
7,1,5,2,68,39,1,8
7,1,5,1,44,36,2,2
7,1,5,2,42,46,2,3
7,1,5,2,72,44,3,40
7,1,5,1,73,44,3,40
7,1,5,2,62,42,1,6
9,1,0,2,26,46,1,4
9,1,0,1,28,43,1,100
9,1,0,2,31,43,1,3
9,1,5,1,75,44,1,5
9,1,5,2,25,39,1,8
9,1,5,1,78,46,3,15
9,1,5,2,54,43,2,500
9,2,0,1,71,44,2,4
9,2,0,2,71,44,3,500
9,1,2,1,80,43,3,24
9,1,2,2,56,40,1,108
9,1,2,1,78,44,2,500
9,2,0,2,73,44,2,100
9,1,3,2,65,43,3,240
9,1,3,2,80,40,3,416
9,1,5,2,26,37,1,10
9,1,5,1,37,45,1,150
9,1,5,2,35,44,1,40
9,1,5,2,31,42,1,25
9,1,5,2,35,43,1,30
9,1,5,2,34,44,1,150
9,1,5,2,56,44,1,40
9,1,5,2,68,46,3,20
9,1,5,2,64,43,2,8
9,1,5,1,74,39,3,500
9,1,5,1,31,44,1,15
9,1,5,1,63,43,1,30
9,1,5,2,61,44,2,500
9,1,5,1,69,40,1,100
9,1,5,2,68,39,3,100
4,2,0,2,30,41,1,3
4,2,0,1,29,41,1,3
4,2,0,1,73,43,3,4
4,2,0,2,67,43,2,8
4,2,0,2,67,43,3,36
4,2,0,2,47,43,1,60
4,2,0,2,80,41,3,144
4,1,2,2,66,39,3,30
4,1,2,1,72,40,3,100
4,1,2,1,57,39,1,5
4,1,2,2,47,44,1,20
4,1,2,2,18,40,1,20
4,1,2,2,36,39,1,6
4,1,2,2,39,44,1,12
7,1,3,2,49,43,1,6
7,1,5,2,32,44,1,300
7,1,5,2,70,46,1,100
7,1,5,1,71,45,1,100
7,1,5,2,32,40,2,300
7,1,5,2,70,44,3,500
7,1,5,2,49,39,1,500
7,1,3,2,46,46,1,15
7,1,7,1,47,43,1,30
7,1,3,1,58,40,1,80
7,1,7,1,45,43,1,30
7,1,7,2,41,44,3,10
7,1,7,2,31,43,1,1
7,1,7,2,77,40,2,144
7,1,7,1,69,42,1,90
7,1,7,2,67,43,3,240
7,1,7,1,57,40,1,8
7,1,7,1,45,39,1,8
7,1,7,1,67,40,1,1
7,1,7,1,48,46,1,6
7,1,7,2,49,43,1,4
7,1,7,2,66,43,1,12
7,1,7,2,18,39,2,10
7,1,7,1,43,40,1,12
7,1,2,2,59,41,1,10
7,1,2,1,24,40,1,20
7,1,5,2,56,40,1,104
7,1,7,2,31,46,1,20
7,1,7,2,48,44,1,40
7,1,7,2,50,44,1,15
7,1,7,1,50,43,1,36
7,1,7,2,55,43,1,3
7,1,7,2,50,40,1,16
7,1,7,1,55,45,1,3
7,1,7,2,26,39,1,5
7,1,7,2,61,35,1,16
7,1,7,1,68,44,3,5
7,1,7,2,67,43,3,2
7,1,7,1,28,42,1,2
7,1,7,2,26,42,1,12
7,1,7,2,30,43,2,30
7,1,7,2,65,43,1,8
7,1,7,1,66,35,1,1
7,1,7,2,31,43,1,20
7,1,7,1,38,43,1,4
7,1,7,2,76,43,1,3
7,1,3,1,23,42,1,12
7,1,3,1,37,46,1,4
7,1,3,2,58,43,1,10
7,1,7,2,48,43,1,20
7,1,7,2,50,44,1,8
7,1,7,2,29,43,1,10
7,1,7,1,42,39,2,3
7,1,5,1,78,43,3,60
7,1,5,1,32,40,1,20
7,1,5,2,30,44,1,20
7,1,5,2,74,40,3,24
7,1,5,1,85,43,3,52
7,1,5,2,66,43,3,100
7,1,5,1,36,40,2,20
7,1,5,1,51,43,1,36
7,1,0,2,72,39,3,10
7,2,0,2,79,36,3,60
7,2,0,1,80,39,3,24
7,2,0,2,75,44,3,4
7,1,2,2,39,44,1,15
7,1,2,1,38,43,2,40
7,1,5,2,36,43,1,12
7,1,5,1,49,40,1,40
7,1,5,1,58,43,1,10
7,1,5,2,53,42,1,6
8,1,4,2,21,39,1,40
8,1,4,1,21,39,1,40
8,1,4,1,76,43,3,50
